Wills Point, TX 75169|Stoney Creek, ON L8G 1L9
Wills Point, TX|Stoney Creek, ON L8G 1L9
1116 St. Thomas Way|245 King St. E.
800-WIN-ASIA|888-WIN-ASIA
http://www.facebook.com/gospelforasia|http://www.facebook.com/gfaca
http://www.twitter.com/gospelforasia|http://www.twitter.com/gfaca
http://www.pinterest.com/gospelforasia/|http://www.pinterest.com/gfaca/
http://www.gfa.org/sponsor/search/?motiv=WB50-G1NM&c=3|http://www.gfa.ca/sponsor/search/?motiv=WB50-G1NM&c=3
http://www.gfa.org/women/sponsor/?motiv=WB50-G1WS&c=3|http://www.gfa.ca/women/sponsor/?motiv=WB50-G1WS&c=3
http://www.gfa.org/sponsorachild/choose/?motiv=WB50-G1BH&c=3|http://www.gfa.ca/sponsorachild/choose/?motiv=WB50-G1BH&c=3
www_gfa_org|www_gfa_ca
gfa.org|gfa.ca
7:30|8:30
9:30|10:30
Catalog|Catalogue
catalog|catalogue
Savior|Saviour
Honor|Honour
honor|honour
labor|labour
Centered|Centred
centered|centred
Center|Centre
center|centre
check |cheque 
color|colour
favorite|favourite
Tumor|Tumour
tumor|tumour
neighbor|neighbour
Neighbor|Neighbour
endeavor|endeavour
meager|meagre
flavor|flavour
favor|favour
armor|armour
behavior|behaviour
harbor|harbour
fervor|fervour
worshiping|worshipping
marveled|marvelled
